netzabschnitts_id,velocity_15,velocity_50,velocity_65,velocity_75,velocity_85,avg_velocity
12,81.2399095035476,86.49461887607566,87.53726830801914,88.33470761633374,89.87451208806024,85.96916539177994
201,81.91042934447387,85.51991389307973,86.5382954862271,87.3168574040069,88.54047373917706,83.96837225486819
223,74.80163380868906,83.9437393093223,85.63865893335624,86.86995506135291,88.76300858769069,81.4597712832333
451,81.34036036040716,84.54651859320379,85.3086918778575,85.85754057085732,86.64200737339537,83.3055655583604
82,85.4309537593,86.79109467820093,87.26240419435756,87.64684211832578,88.22728458794444,86.59257830139711
311,63.10763702453699,71.9947309240497,78.12473844402548,81.0647364222556,83.55174035172742,72.16454797708761
210,82.0210263728059,84.85274454468133,85.8039263473125,86.57368505376016,87.76644340795531,84.7050777760682
586,85.32984393201967,87.24083186887444,87.89809583490056,88.45480599123925,89.28661991780314,87.27377348952564
658,80.85690138587556,85.47302313727876,86.36497538416272,87.02452452671284,88.04067255031836,83.77170418616844
697,71.54423443908297,80.52439035260518,82.40222530006433,83.76034610586044,85.26694581840867,77.37764114480167
415,82.75133424794929,86.46710686852722,88.03041829917426,89.85849246861677,93.33462840239989,87.70615394153278
76,82.83906208988188,85.19565581402404,85.99111189622444,86.601577310549,87.5246780828644,84.21677774045665
433,82.72409877067304,86.67550589675412,88.31196054758597,90.23609223218033,93.29008379676479,87.10468767216138
41,71.18026947566398,80.19921865235277,82.63610573171842,84.32703236929954,86.31036466550982,79.07082506031426
499,80.58956997642088,85.47823513747885,86.72352883851812,87.56702257624568,88.86042397501599,85.13925249366255
705,77.98265227518866,81.785945258567,82.86296468527975,83.64937906668759,84.66049607153934,81.37590519276124
739,83.68293038318684,85.98006492796908,86.72014780898081,87.24340904118787,87.9523732225851,85.90726496410943
484,79.65772694642341,85.63775472006418,86.94079966585436,87.89848609055842,89.54492772120668,84.83553012719041
420,71.51994595806055,80.56205417201006,83.7021311851685,85.86996488945121,88.64519926192946,80.64051544727243
73,83.14757932516625,85.6102936891255,86.35857676711738,86.87793171389274,87.63158302338596,85.24118491975014
98,78.98803559335788,86.63550458435888,89.02085775092927,91.22433996270179,94.25416712893123,86.13437281164131
142,84.16121434438197,86.36497247267462,86.9781988100747,87.43230371024394,88.14031576734467,86.0134871814168
633,83.40577577589616,85.75777590860478,86.43450368951147,86.93837314664556,87.63916093487614,85.69320655660789
109,82.93406890981775,85.60238436421689,86.34054002038603,86.82055791161045,87.42482491553031,84.37716185190399
274,76.81868844870203,82.46820363073024,84.45249643053828,86.09652182976163,88.30143871143923,82.64445918446924
215,72.36644426992959,81.75296003561263,84.00965907610077,85.38900509680104,87.01375941614216,79.41030234085659
642,71.23843335619566,81.4706220093945,84.57383430795457,86.53063618775083,88.6681526541818,79.00785068966931
761,80.90093626656802,85.74046112495543,87.06011088074133,88.15265804359836,90.1385888450519,85.69818202512108
218,76.85780131191083,84.17813955465132,86.23538103667948,87.48934682550316,89.28155905163169,82.87591922353019
488,82.11953647287966,85.48719982032173,86.67601096343986,87.70446819956204,89.52231654868135,85.78236848639585
624,82.58178099957618,86.14150006985918,86.96963262588741,87.6119777196001,88.78917601475558,84.16970558174468
416,73.69190038014722,80.05786721854503,82.84443984829444,85.94752023460896,90.98910892949363,82.0604889774034
541,84.82992947699789,87.5705361858831,88.43078839936501,89.13046293444671,90.19491331459292,85.25709408333624
